مرأ , مرأني
جوز , جوزا
مير , ميارة
نثر , ينثره
بسس , ويبس
عزز , وعزة
مير , أمار
ذفطس , الرؤساء
جسس , التجسس
نور , وتنور
خسس , خسة
جوز , أجازه
هرر , الهرهور
وغر , تغر
نير , ينار
وكر , يكر
لزز , يلز
نفر , تنفيرا
مور , أمر
مور , تمور
بسس , فانبس
حوز , وحوزها
رسس , الرسيس
حجز , والحجاز
عزز , ويتعززون
هصر , وهصر
كنز , وكناز
وقر , يقر
جوز , وجاوزنا
أرز , الأرز
بزز , والبزبزة
حجز , يحجز
ذفطس , ورأس
وفر , الوافرة
وعر , وواعر
خزز , الخزخز
جسس , كتجسست
وذر , وذره
جزز , يجزه
ذفطس , رأسها
حوز , حوزه
بسس , أبسست
وذر , واذر
أنس , وإنسي
دوس , يدوسه
وقر , وقرت
كور , كورها
وقر , توقر
مور , والمور
هصر , اهتصر
هزز , هزيزا
أرز , الأرزن
جرز , الجروز
مير , وامتار
وفر , الوفراء
سوس , يسوس
وبر , وبار
دوس , مداس
حوز , والحوزة
رسس , رسست
مير , وميارنا
نفر , وينفره
مير , والموارة
حسس , والمحسة
رسس , والمراسة
جوز , تجيزوا
بزز , البزازة
خيس , الخيسي
لزز , ملز
حجز , انحجز
هرر , الهرار
دوس , الدواس
وثر , ووثيرة
أزز , أزها
مزز , كالأمز
جزز , وجزيز
حرس , وحرستى
حرس , كاحترس
مزز , والمز
جرز , مجروزة
دقدس , الدقدوسي
حوس , الحواسة
بأس , البائس
نثر , نثارة
وفر , كوفر
رزز , رزة
نور , المنارة
هرر , هرر
أزز , أزت
مير , يميرهم
مير , لتمتار
جسس , جساس
حرس , والحريسة
يسر , أيسرت
رزز , رزت
حزز , كالمحز
خيس , المخيس
وكر , وكر
نثر , والنثر
مور , مار
جوز , أجوزة
تيس , تيسوسية
مور , مارت
وذر , وذار
عزز , عزز
حوز , حوزها
كنثر , وتكنثر
مير , مارهم
حوس , الحوساء
هرر , هررة
بزز , البز
جزز , جز
وعر , والأوعر
مزز , مزة
عزز , عزا
ذفطس , رؤوس
أسس , والأسيس
هور , كهوره
نشر , وانتشرته
مطر , تمطرهم
وغر , والوغير
جزز , والجزز
كنز , كنز
بزز , البزبازا
وجر , وجر
خيس , خوسا
مزز , تمزز
هصر , والاهتصار
مطر , والمستمطر
عزز , وعززه
خيس , وخاس
رزز , رززت
نفر , ونفر
نفر , نافر
وغر , توغير
حجز , الحجز
عزز , عززاء
كنز , مكنوزا
برنتس , البرنتيسي
وعر , كالوعر
حوز , كالحيز
برز , بروزا
دوس , ديس
نفر , نفره
هصر , تهتصر
روز , راز
هصر , والمهصر
كور , كورا
وبر , الوبرة
رزز , رز
حوز , حوزتي
جسس , وجس
نفر , كاستنفر
حوز , وحازه
حوز , احتازه
مطر , مطورا
وفر , فاتفر
يسر , موسر
حرس , أحرس
حزز , والحزازة
عزز , وأعززتهم
بزز , بزبزته
هزز , والهزنبزان
ترز , وتروزا
حرس , حرس
وثر , وثائر
خسس , خسيس
كور , كالمكورة
أرز , والآرزة
نور , والمنير
وعر , والوعورة
تيس , التيس
وتر , تواترن
حوس , كالحويساء
هزز , وهزي
حسس , حسيسا
أسس , تأسيس
خسس , وخسيسة
وثر , التآثير
يسر , ويسرت
خزز , الخزان
وكر , التوكير
بسس , بسها
أزز , أزز
مطر , مطار
وذر , الواذاري
أزز , وائتزت
حسس , محسة
حوس , والأحوس
حرس , الحراسة
كنز , يكنز
مزز , مزا
مطر , والممطرة
تيس , تيساء
وبر , والتوبير
نثر , ونثارا
حوز , حوز
رسس , لارتساسها
حوس , يحوسون
وثر , ووثار
مرر , مرا
مور , لمور
حسس , تحسوا
هزز , هزه
نور , نور
حرس , والحرس
مرر , يمره
عزز , وأعزه
مير , وممايرة
روز , الرازة
يسر , ميسر
حوس , حوسا
جسس , والجسيس
وعر , الوعرة
حجز , حجازا
نور , النيرة
كور , والكور
لهور , لهور
عزز , عز
وعر , ووعرته
هرر , ويهره
رسس , وارتس
دوس , داس
مزز , المزاء
رسس , الرساسا
وثر , والميثرة
جسس , جسه
وجر , والأوجارا
خيس , خيسه
نشر , ينشره
هصر , فاهتصر
رسس , والرس
جوز , أجاز
مطر , ومطورا
خسس , الخسة
بسس , ببس
رزز , كالرزيزى
رزز , يرز
جزز , جزتين
أنس , والأناس
برنتس , برنتيس
أسس , بالأس
روز , يروزك
حزز , والحزازي
خزز , الخزيز
جزز , الجزوز
وبر , وبر
خزز , وأخزة
أسس , كالأس
مير , الممايرة
هصر , والهاصر
خسس , ومخسوس
عزز , أعزز
نشر , انتشر
خزز , خزازى
يسر , استيسر
وثر , الوثر
عزز , عزت
رزز , ورززت
عزز , والعز
بزز , والبزز
حوز , حاز
دوس , دياسا
رسس , الرسارس
كور , كور
هزز , أهز
حوس , الأحوس
جوز , أجيزوا
وزر , فتوزر
هور , هائر
كنز , يكتنز
حزز , حزاز
وزر , ووزرا
حزز , يحزه
وجر , أجره
أنس , آناس
كنز , كنزا
مرر , وماره
نشر , لانتشار
أنس , يؤنسون
نور , ومستنير
تيس , والتياس
وزر , وزرا
جزز , وأجز
حوز , واحتازه
كنثر , مكنثر
دوس , كالمدواس
نفر , فنفره
رزز , والرزيز
مزز , المزة
حوز , والاحتياز
وتر , وتر
خيس , أخياس
وثر , مياثر
حرس , والحرسان
روز , ورازا
وتر , تواترت
مير , المير
كور , وأكور
حسس , حسوس
وكر , ووكر
حزز , الحزة
جزز , أجز
هزز , كالهزيز
نير , بنير
بسس , بسستها
خيس , خاست
خسس , والخساسة
وثر , موثرة
لزز , واللزاز
وزر , وزير
حزز , كالإحزاز
حسس , الحاسوس
بزز , البزاز
حسس , تحسها
مطر , ومطرتهم
هرر , هرا
نثر , كالنثر
لزز , إلزازا
خسس , وخساس
بسس , وبسي
وفر , ووفر
وجر , وانجحر
مير , تميره
وقر , يوقر
روز , رزته
وجر , وتوجر
أزز , تئز
وكر , وتوكر
جزز , والجزاز
أرز , وأروزا
هزز , الهزة
روز , يروز
حزز , الحزازة
حوز , حوزا
بزز , كالبزيزى
خيس , الخيس
مور , ماره
خيس , الخيسة
حوس , الحوس
حوز , الحوزات
بأس , كالبئس
أنس , بإنسانها
حجز , ويحجزه
مزز , المزيز
حزز , فيحز
رزز , الرز
وتر , يتره
وثر , وميثرة
وغر , موغرين
كور , الكور
أسس , بإس
وبر , يوبر
رزز , رزات
بسس , كالإبساس
مزز , مزه
جسس , يجسها
مطر , مطرت
جوز , فأجاز
نفر , ينفر
مزز , مز
نثر , ينتثر
خيس , مخيس
وعر , ووعير
وعر , ووعارة
نثر , فتناثروا
بأس , بئيسى
كنز , يكنزونه
وكر , أوكر
هصر , واهنصره
مرر , مررت
أزز , الأزيز
نثر , ومنثر
لزز , كألزه
حرس , وحراسة
دوس , المداسة
بأس , أبؤسا
دوس , مداوس
مير , مائر
وكر , وكور
أسس , أسيس
أنس , بإنسان
لزز , والملزز
مور , وأمارته
كور , بأكوار
وقر , وقر
وزر , موزور
خزز , مخزة
جزز , جزوزا
رزز , الإرزيز
مزز , المزي
وفر , وفرا
وبر , وإبارة
بأس , بوسا
حسس , يتحسس
أسس , بأس
بزز , فيبتز
أسس , والأس
رسس , الرسة
وفر , ووفرا
أرز , وأروز
مزز , مزازة
أسس , الأساس
وكر , والتوكير
رسس , راسونا
وزر , بوزر
خسس , أخسست
لزز , اللز
هصر , والمهصار
وعر , أوعر
وذر , والوذارة
وغر , وغر
وقر , وقرة
هزز , الهزهاز
وزر , استوزره
حزز , حزا
جزز , والجزة
رسس , ورسيس
مرر , فاستمرت
درز , الدروز
جوز , وأجاز
حوز , حوزك
نور , نار
عزز , عزاز
جسس , جست
وعر , توعيرا
كنز , كنوز
بسس , بساس
نير , ونيره
كنهر , والكنهور
أزز , ائتز
كنثر , والكناثر
ذفطس , رئيسا
بسس , باسوس
خسس , خسيسا
نفر , تنفر
بأس , بآسة
لزز , لزه
بزز , كالبزة
وتر , والوتيرة
وعر , وعر
أسس , كالأساس
خيس , خيسك
مور , كتمور
وثر , وثيرة
أرز , كالأرزة
وغر , وأوغر
هصر , والمهصير
هرر , كالهرهور
نفر , ينفره
خسس , مخسوس
نير , نيرين
كنز , كنزة
مطر , كأمطرتهم
كور , كرت
وذر , وذرته
هزز , هزها
دوس , والمدوس
جعس , جعسوس
مور , ومور
وجر , وأوجره
هور , وهرت
نفر , ونفرت
نور , منورة
وثر , والوثر
رزز , الرزة
رسس , رسا
نفر , النيلوفر
جوز , الجواز
نشر , انتشار
لهور , لهاور
أزز , وتأززت
يسر , اليسري
لزز , لززه
جوز , الاجتياز
جوز , فاستجز
خسس , واستخسه
نور , المستنير
خزز , خزان
وقر , وقره
حسس , كالحسوس
مرر , أمر
جسس , الجساس
ذفطس , مرأسا
لزز , يلزه
نثر , وينثره
حوز , حازها
وعر , والتوعر
وبر , وبرت
كور , بالكور
كنثر , الكنثر
وغر , وغرا
نفر , والنافر
سوس , السوس
خزز , والخزز
رسس , يتراسون
هرر , والهرار
خسس , خسيسته
يسر , ييسر
دوس , يداس
هصر , والمهتصر
برز , مبروز
مير , يمايرها
خيس , يخاس
مرر , استمرت
بأس , والبأساء
سوس , وسيس
هصر , هصرا
حجز , الحجزة
حسس , يحسها
أرز , فأرز
نفر , والنفر
حزز , حززت
هزز , والهزيز
هزز , وهزاهز
جوز , يجوز
كنز , الاكتناز
حوس , والحواسة
حسس , بالمحسة
جرز , ومجروزة
نور , أنوار
أسس , أسا
