دبب ,وأدب
عنفط ,العنفط
وصع ,والوصيع
عطط ,العطعطة
ورع ,وورعكورث
طلع ,تطلع
سقط ,السقوط
غيض ,ومغاضا
غمض ,غموضة
فضض ,فضضنا
حطط ,حطاطة
رمع ,والرامع
غوط ,غاط
صقع ,وصقيعا
ودع ,ودعككرم
رفض ,ورفضا
ذعذع ,ذعذع
حفف ,الحفافة
خزف ,الخزف
وضع ,والوضعأيضا
نغغ ,النغنغ
هقط ,هقط
رشف ,الرشف
عرض ,والمعارضة
حطط ,والحطان
وسط ,وتوسطه
خوض ,يتخضخض
ضوط ,الضوط
ضبع ,ضابع
ولع ,وولعته
ليط ,لوطة
صوغ ,المصوغة
خصف ,والخصفة
ثرط ,والثرطئة
خوف ,أخوفه
عضض ,لعض
أبط ,إقط
قطع ,قطعا
معع ,كالمعمعاني
كسط ,الكسط
دفض ,يدفض
جذف ,يجذفه
وشع ,الوشع
سقط ,السقط
خلف ,خليفة
نيط ,الوأطة
خنظ ,يدأظها
صمع ,الأصمع
رجع ,تراجع
شفلع ,الشفلع
دحض ,دحضا
هيض ,لهاضها
حوض ,تحوضه
سفف ,السفسف
فضض ,فضفاض
ثدغ ,وانثدغت
ذعط ,ذاعط
سلع ,والسلع
رفغ ,رفغ
هيط ,المهايطة
رثط ,رثط
ولع ,يولعبما
نوع ,والمنواع
عضض ,تعضوض
ألف ,بالألف
رغف ,وتراغيف
بثط ,وبثطا
خنع ,يخنعن
زوع ,زوعةمن
زفف ,وزفزافة
خدع ,خدعا
خلف ,اختلافة
وهط ,يهط
رجع ,الرجع
ريع ,والريعة
ميط ,وميط
نحض ,منحوضة
فضض ,يفضض
وضع ,وضيعةأبدا
ومض ,ووميضا
فيض ,وأفضن
قضض ,بقضتها
قوض ,قاض
بطط ,بطيط
خصف ,الخصف
ردف ,وأردف
سعف ,السعفة
دغغ ,بالمدغدغأي
فضض ,والفضيض
ذأف ,والذأفان
بيع ,المتبايعان
شفع ,وتشفعه
زيغ ,أزيغ
بلط ,بلطها
بطط ,بطيطا
غضض ,كالمغضوض
خوط ,خيطان
هبع ,وهبعانا
غمض ,وتغميض
حقف ,وحقاف
روف ,رواف
غرض ,غريض
حوط ,يتحوط
خطط ,الخطي
عرض ,والعرض
نوط ,نوطا
حطط ,منحطة
ربع ,والروبعة
ضبع ,ضبعانا
لعع ,اللعاعة
مغغ ,والمغمغة
مضض ,مضض
تبرع ,تبرعا
حيط ,حائط
هيض ,كالهضاء
عضرفط ,عضرفوط
قتع ,قتوعا
قضع ,القضاعة
نبط ,كأنبطها
شجع ,والشجع
قبض ,قابض
حفف ,حفيف
وشع ,يوشعفيها
مسغ ,امتسغ
دهع ,ودهداع
جخف ,جخيفه
خلف ,المخلوف
شرط ,شرط
خوف ,خوافهم
شطط ,الشطة
ربع ,رباعة
خضض ,خضيض
حظظ ,حظاظ
طوط ,الطوط
صرع ,يصرعهم
جعع ,بالجعجاع
نقض ,والتناقض
ذيط ,يذيط
جزع ,الجزع
كنعظ ,اللأظ
درقع ,درقع
علط ,علطه
درع ,اندرع
خلف ,خلفف
خنع ,التخنيع
يقظ ,أزيع
سبغ ,السابغة
فيض ,ومستفاض
قنط ,قنوطا
ختلع ,ختلعت
عظظ ,معظوظ
عيط ,اعتياطا
لقط ,ملقوط
جرقط ,جرقط
زفف ,والزفزفة
فجع ,تفجيعا
فجع ,كفجعه
ليغ ,والليغ
قحط ,وقحطا
قذع ,قذعا
حفظ ,محفوظاته
كظظ ,واكتظ
لحظ ,لحظا
مخض ,المخض
خلف ,وأخلفه
ثرنط ,اثرنطأ
قوط ,والقواط
خبط ,تخبطوا
وعظ ,وعظه
قطع ,قطعة
وجع ,يوجعوهاإذا
صنبع ,صنيبعات
قيض ,قايضتك
منع ,فامتنع
رطط ,وأرط
وضع ,وموضوعها
خيط ,وخيط
خطط ,خطه
قضض ,اقتضاض
فطط ,والفطافط
تيط ,وثأطان
قبض ,يقبضون
شطط ,تشاطط
ثعع ,الثعثع
قعع ,فالقعاقع
بلقع ,بلاقعا
نهط ,نهطا
هيع ,المهيعوقال
شيط ,شيط
دفع ,ودافع
هيط ,الهياط
جفع ,جفعه
وضع ,وضعةبالكسر
تيع ,وأتاع
حوض ,يحوض
ذفف ,وذفذفه
بطط ,والمبطط
يفع ,يفعات
حوط ,حوطا
نوط ,منتاط
هيع ,كتهيع
شجع ,الشجعة
وضع ,توضيعأي
خشف ,الخشفن
جفف ,تجفجف
خدع ,خدع
بعع ,وبعبع
زحف ,ومزحف
قمط ,وقمط
حوض ,كمحتاض
قطط ,والقطائط
عربض ,عربض
ورض ,كورض
عجلط ,والعجالط
قيظ ,مقيظ
شطط ,شطاطا
رسع ,ترسيعا
باف ,البافي
سوع ,سواعا
ولع ,وولوعا
ذرع ,ذراعي
ردع ,فارتدع
حشف ,الحشيف
شرع ,شارعا
جوف ,ومجوفبلقا
حيف ,الحياف
عرض ,وعراضة
نوط ,وأناط
مخض ,وامتخض
أبط ,وإباط
وضع ,توضيع
وفظ ,أوفاظ
بعط ,الإبعاط
حوض ,وحوضى
بدع ,أبدع
زيغ ,زيغ
خوض ,مخاضات
بضع ,وابتضع
قرع ,يتقرع
وجع ,يوجعرأسه
زفف ,كالزفزافة
حيض ,وحيضت
جدف ,جدفت
خطط ,خطية
روع ,الروعة
حوط ,والتحوط
ضوع ,الضوائع
رحف ,أرحف
وكع ,وأوكعوا
ثقف ,وثقف
وشع ,وشعبمعنى
حطط ,الحطاطة
نتض ,أنتض
شيع ,وشيعالله
شمط ,شميط
دحض ,الدحاض
زعزع ,الزعازع
أبط ,أطا
دعظ ,ودعظه
سغغ ,والتسغسغ
عظظ ,يعظعظه
يعط ,ويعط
قعظ ,إقعاظا
نزع ,نزعا
دفع ,وتدافع
غطط ,الأغط
بيع ,والمبايعة
بيع ,البياع
زوف ,زوفى
رأف ,رأفالله
ربع ,تربعنا
بقع ,البقع
مثع ,المثعاء
حيض ,يحيض
جندع ,الجنادع
ضغغ ,الضغيغ
حطط ,ويحطوط
خطط ,خطخوط
جوع ,مجاع
ودع ,ووادعأيضا
سوع ,سوعا
عوض ,وعوض
صوغ ,صوغأخيه
بعع ,بعاعها
سجف ,السجاف
سوع ,مساوعة
وبع ,كوبع
وطط ,والوطوطة
ردف ,والردافى
هضض ,هضاض
فضض ,افتضت
لفظ ,لفظه
شيع ,مشايعي
صنع ,صانع
ردف ,ردفان
حوط ,حاوطه
قرض ,مقارضة
سفف ,السفيف
ردف ,بالردافى
فلغ ,يفلغ
نتض ,نتض
وشظ ,والوشيظ
صقغ ,الصقغ
نغض ,نغض
عضض ,عضا
خشع ,كالاختشاع
رفف ,رفاف
زوف ,يزوف
دعف ,دعفاء
خرط ,انخرط
قتع ,قتع
دوف ,مدوف
صلط ,تصليطا
شبدع ,شبدعه
عسلط ,العسلطة
هيع ,وهيعوعة
فظع ,وأفظع
حوض ,والأحواض
خطط ,واختط
قرع ,قراع
دبغ ,ودباغة
بوط ,بويط
قسط ,المقسط
خفض ,خفوضا
قضض ,قضضا
تبع ,تبع
أثف ,الأثافي
ثرط ,ثرنطى
وفض ,يفض
ذرف ,تذرفه
مخض ,يمخض
طوع ,تطاوعلهذا
جفف ,والجفف
طلع ,طلوعا
خفف ,خففوا
عرض ,عراضة
خضف ,خضاف
حفف ,الحفيفمن
قسط ,كالإقساط
قضض ,الإقضاض
ملع ,مليعا
خشف ,والخشفة
مضض ,ومضمض
غضض ,اغضض
قنع ,القنوع
مطط ,مطاط
ودع ,وادعبن
جعع ,الجع
رفض ,ورفوض
دعف ,دعاف
أنف ,أنفهرشي
ربع ,ورباعا
ذرف ,وتذرفة
بيع ,للبيع
ثعع ,ثعثع
خيف ,والخيف
حضض ,تحاضون
تيع ,تيعانا
وزع ,الوازعبن
نطط ,تنطنط
شظظ ,والشظ
فرط ,يفرط
قبع ,قبعا
خيط ,كالخيوط
ميط ,مطت
مصط ,مصط
قضض ,قضقضه
هيض ,هاض
دلع ,الدلاع
سيع ,السياعا
جأف ,فانجأفت
ردف ,ردفاء
دعظ ,دعمظه
ريع ,الريعين
عضض ,يعضه
فلع ,فلع
قذع ,يقذعه
رفض ,أرفاض
زلف ,تزلفه
تيع ,تيعت
سحط ,المسحوط
حطط ,حطوطى
بيع ,بياعات
زخف ,وزخيفا
حظظ ,الحظ
صرع ,فصرعه
وبع ,الوباعة
نضض ,نضيضهم
حيض ,ومحاضا
قضض ,وقضيضهم
جمع ,جمعت
سحف ,السحيف
ودع ,ودعةلا
قرع ,قرعوا
شنع ,والمشنوع
نقط ,النقط
حلط ,إحلاطا
روف ,لروف
فرض ,فرضت
زهرف ,زهرف
قوض ,وقوضه
ورض ,التوريض
طعع ,الطعطعة
ذرعف ,اذرعفت
سلط ,والسلط
ذأط ,يذأطه
صقع ,وصقاعا
بيع ,البيعا
غضض ,كغضه
ورع ,ورعاللص
شيط ,وأشاطها
روغ ,فليروغله
جلخط ,الجلخطاء
نغض ,كأنغض
خرط ,لخروط
ربع ,أربعائنا
أبط ,أطاطة
مضض ,والمضض
زهف ,ازدهف
شمط ,الشمطات
عضض ,عضوضة
عرض ,عرضه
ودع ,أودعتهمالا
ربع ,بالمربعي
دهف ,دهفا
خلف ,الخالفة
وكع ,وكيعة
كلط ,الكلطة
وفض ,الأوفاض
قفط ,يقفط
خوض ,تخوض
عضض ,فعضه
قيض ,التقيض
جلخظ ,كالجلخاظ
ذعذع ,ذعذعتها
شكع ,يشكع
وقع ,مواقع
حوط ,الحوائط
ميط ,بميط
سلع ,سلعت
وزع ,توزع
حطط ,احطط
بيع ,وبايعه
قذع ,المقذع
شمغ ,شمغون
ودع ,والوديعة
وشغ ,وشغا
بلط ,والبلاط
رجف ,رجوفا
بيع ,بيعة
حلف ,ومحلوفا
زرف ,وزرف
عيط ,والعياط
هيع ,والهيعة
شرع ,شرعة
كظظ ,وتكاظوا
فلط ,فلاطا
ذوط ,الذوط
هيع ,مهيع
قيض ,وانقاضت
مطط ,المطط
بيظ ,والبيظ
لبط ,فلبط
دحرض ,فدحرض
فرض ,فرض
بوع ,انبياع
رفض ,يرفضها
حشف ,واستحشف
أنف ,يأنفه
هنبع ,هنبع
وخض ,وخيض
مشع ,مشوع
ضغغ ,الضغيغة
لطط ,والملطاط
غوط ,غائطا
شوط ,الشوط
صدع ,تصدع
قرع ,كانقرع
طلع ,أطلعتك
نقع ,النقع
أبط ,إبط
ذعف ,الذعاف
نضض ,والنضنضة
بطط ,اليطبطة
ريع ,والريع
أنف ,والأنفة
كرض ,الكراض
شمط ,يشمطه
شحط ,شحطت
ودع ,والميدع
همط ,الهمط
زوع ,الزوع
وعع ,وعاوع
ذرقط ,ذرقط
بوع ,بيوع
ودع ,الودعلو
عرض ,عرض
بطط ,بط
روع ,المرفوع
سبط ,وسبط
عضض ,عضه
فيظ ,وأفاظه
دسف ,دسفانا
رجع ,فارتجع
برسف ,البرسفي
جوع ,جياع
صدع ,بتصداع
خلع ,يخلعه
عرمض ,عرمض
ثطع ,مثطوع
بوع ,بيع
نوط ,والنوط
دلف ,دلفت
زخرط ,كالزخريط
لغط ,ألغاط
صوع ,صواع
فقع ,الفقع
وشغ ,والوشغ
حوض ,حوضى
ولع ,ولعا
نوع ,النوع
خزف ,الخزاف
خفض ,مخفضه
ورط ,تورطت
جبع ,جباع
مخض ,المخيض
صمع ,الأصمعي
زدف ,وأزدف
ومض ,وومضانا
خنف ,خنف
ردف ,الردفان
ليط ,ليط
ظلع ,ظلعا
وشع ,وشوع
قيض ,قيضا
لطط ,ولطه
غيض ,والإغريض
زنط ,تزانطوا
ريع ,ريعهإدامه
زغف ,زغفت
عضض ,واعضض
قطط ,تقطقط
صنغ ,الصنغ
قيض ,واقتاضه
عرض ,والعروض
موع ,وموعا
جظظ ,جظ
درقع ,كالمدرقع
رحض ,يرحض
نحض ,بمنحوض
وضع ,وضع
ربع ,ربعا
زلف ,الزلفة
نفض ,والنفضة
وفط ,أوفاط
لفظ ,يلفظه
قربع ,اقرنبع
قلع ,فانقلع
رمض ,الرمضاء
تحف ,التحفة
دهف ,الداهف
خذف ,بمخذفة
دمع ,دمعا
صنع ,والمصانعة
وقع ,والوقاعا
حيض ,تحيض
قطط ,يقط
فدع ,الأفدع
جدف ,جدوفا
وشع ,وشعالثوب
خضرف ,الخضرفة
ثخرط ,الثخرط
قعع ,تقعقع
زخف ,التزخيف
ضوع ,يتضوعنلو
خلف ,وخلافة
غوط ,غوطا
شمظ ,يشمظه
تيط ,الثأطة
تيع ,أستطيع
قيض ,قيض
صرع ,يصرع
زلع ,زلعا
صوع ,وصوع
روض ,مستريضة
وبط ,بطن
ذأف ,ذأفه
شجع ,وشجعاء
رزف ,رزف
دبغ ,دباغها
خوض ,خاضت
لخط ,الاختلاط
قيط ,القيطون
غطط ,والغطاغط
خلف ,خلافة
عيط ,العيط
مرع ,المريع
رمط ,رمطا
تيع ,التيع
هضض ,هضا
ربض ,بالأرباض
ضيع ,كضيعه
شطط ,والشطشاط
وقط ,وموقوط
رطط ,أرط
هوط ,هاط
هرجع ,الهرجعث
هيض ,هاضه
خفف ,والخفاففي
لطط ,لطلط
دعظ ,الدعظ
سفف ,السفسافمن
فوع ,الفوعي
ذعذع ,فتذعذع
غمض ,غميضة
وضع ,وضعالفقاح
سخط ,وتسخط
غضض ,وغضاضا
تيع ,والمتايعة
خيط ,خيوطة
قيض ,اقتياضا
وسع ,فتوسعأهلها
صلمع ,وصلامعة
تحف ,أتحفته
كعع ,الكعاعة
قذع ,قذع
رجع ,ومرجوع
زيف ,الزيفان
نبض ,ينبض
غضض ,مغضته
عرط ,عروط
نبط ,فنبطا
جمع ,فأجمعوا
سلغ ,سالغ
سوط ,سوطا
حبط ,والمحبنطي
قبض ,يقبض
غيض ,وأغياض
شيع ,شايعبإبله
خنظ ,وخنظى
وسط ,وواسطا
طمع ,طمعا
قرثع ,كالقرثعة
سجف ,وسجاف
خطط ,الخطيطة
ذوط ,يذوط
وقع ,والوقاعة
أنف ,أنفي
خلف ,وتخلف
يقظ ,يقظة
حضض ,حضا
جرع ,والجرعاء
فيض ,فياض
خلف ,والمخلف
زوف ,زوفة
وتغ ,وتغاإن
قرع ,وقريعها
جوع ,أجاع
غضض ,مغضوض
حفف ,حفافه
رفض ,والرفاضة
فظظ ,الفظ
ميع ,ميعة
وفض ,وفضت
يرع ,اليرعأيضا
عرض ,عرضية
عنشط ,والعنشط
هبط ,اهبطوا
روض ,ورياضة
بيع ,البياعي
شغغ ,الشغشغة
سطع ,سطيعا
حوط ,حط
وضع ,الوضيعةما
لمعظ ,لماعظة
قوع ,قوع
بخع ,بخع
ذهف ,ذاهفة
ضنط ,الضنط
صنبع ,الصنبعة
وفض ,فوفضت
شيط ,وأشاط
حنقط ,وحنقط
قنسط ,القنسطيط
لفع ,كاللفاع
زرط ,زرط
ضيع ,ضيعته
قبض ,وقبض
حوط ,الحواط
سعف ,السعف
بسط ,يبسطها
نيط ,والنيط
علط ,معلوطه
رجع ,يرجعون
سمقع ,السميقع
فيض ,مفاض
صوغ ,صواغامن
شيط ,كشائط
قطع ,وتقطعون
وسع ,وسعهبيته
عضض ,معضون
أبط ,وإبط
مخض ,وأمخض
كسط ,كالقسطان
ليط ,ولياط
وفض ,وفضا
فظظ ,فظه
رصع ,يرصعه
شرط ,وأشرطه
صرع ,صريعا
حرف ,والحرف
عرض ,عريضا
ميط ,وتمايطوا
وقط ,فوقطه
خذرف ,وخذرف
شيع ,والشياع
وعع ,ووعوعة
وقع ,موقوعة
رسف ,راسف
شفع ,الشفيع
ورض ,يرض
حفف ,محفوفون
خفض ,مخفوض
فضض ,فضاض
وشع ,يوشعبن
رهف ,كأرهفه
ودع ,ودعكلأن
بستغ ,بستيغ
لعع ,لعلع
ضيع ,ضياعافإلي
عوض ,وعواض
كشط ,الكشط
نوض ,ينوض
وجع ,والوجعاء
رصع ,وأرصعه
ذفف ,وذفذفعليه
يفع ,وميفع
خضض ,والخضخضة
قبع ,قبوع
سفف ,سفسفنفي
جوف ,والجوفاء
غبط ,يغبطه
وزغ ,الوزغة
خبدع ,الخبدع
حلط ,كحلط
دفع ,دفعا
سوط ,سياط
عرض ,يعرض
مطط ,ومط
ميط ,ميط
لوع ,لوعا
هربع ,الهربع
شظظ ,وشظوظا
كرع ,كرع
لخع ,اللخع
يدع ,ويدعان
ودع ,ودعان
قطط ,وقططه
وزع ,أوزعنيأن
نطط ,نطيطة
ذعف ,ذعفا
فضض ,وفضفاضة
ضيع ,ضيع
ضرفط ,والتضرفط
كظظ ,وكظاظا
دفف ,دفدفتبهم
قطط ,والقطاط
أزف ,أزف
حوط ,الحوطة
مضض ,وتمضمضت
قيض ,قياضا
قرض ,وقارضه
بسط ,وبسط
فضض ,الفضيض
لقط ,ولقيط
ذوف ,يذوفه
خنط ,يخنطه
سلط ,سلطانة
وتغ ,توتغ
عظظ ,عظاظ
برع ,وبرع
وضع ,واضعأي
خذرف ,كخذروف
يدع ,ويديع
تلع ,التلعة
قبع ,القباع
زعزع ,زعزعت
يفع ,ويفعالجبل
قرض ,قارضت
روض ,يستريض
بلع ,بلعه
كظظ ,وكظ
دحض ,دحضها
سفف ,سفوف
خلف ,خلف
جوف ,جوفت
نشط ,بأنشوطة
ضبط ,ضبط
لطط ,والألط
مضض ,مضة
قرع ,قرع
شنع ,والشناع
ميع ,الميعة
وضع ,وتضعا
دحض ,وأدحضتها
هملط ,هملطة
سلقع ,السلقع
قسط ,المقسطين
مسغ ,وامتسغ
جوف ,المجوف
روض ,ورياض
وذع ,وذع
عضرط ,عضارط
غضض ,غضاضة
بزغ ,بزغت
ميع ,ميعةكل
ولع ,ولعككتف
قوض ,فقوض
فهض ,فهضه
ومض ,إيماضا
بيع ,وأبيعاء
حقف ,الحقف
قطط ,قط
كظظ ,كظ
بزع ,بزيع
جرع ,الأجرع
ردف ,فأردفت
سخط ,والسخط
قنع ,قنع
سلمع ,سلمع
جخف ,الجخيف
عضض ,عضيضا
زنف ,زنفا
أفف ,الأفوفة
بلقط ,البلقوط
وبغ ,الوبغ
فرزع ,الفرزع
رعف ,والرعف
رزغ ,الرزغة
فظظ ,أفظظته
بوع ,بباعك
